Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Latitude,Longitude,Area,Canyon,Path_Position,Distance_to_Road,Scenic_Loop_Order
Slabbing It,The Slab > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114060187/slabbing-it,2.3,-1,Sport,5.10a PG13,1,50.0,36.14878,-115.43033,The Slab,First Pullout (Calico I),0.2686458052333396,0.1205255226517746,93
Smear Campaign,The Slab > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107910085/smear-campaign,2.3,-1,Sport,5.8,1,80.0,36.14878,-115.43033,The Slab,First Pullout (Calico I),0.2686458052333396,0.1205255226517746,94
Streak on the Slab,The Slab > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/110182328/streak-on-the-slab,2.6,-1,Sport,5.10-,1,50.0,36.14878,-115.43033,The Slab,First Pullout (Calico I),0.2686458052333396,0.1205255226517746,95
Slab Happy,The Slab > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111334206/slab-happy,2.2,-1,Sport,5.7,1,50.0,36.14878,-115.43033,The Slab,First Pullout (Calico I),0.2686458052333396,0.1205255226517746,96
Chuckwalla Slab,The Slab > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114058293/chuckwalla-slab,2.0,-1,Sport,5.7 PG13,1,50.0,36.14878,-115.43033,The Slab,First Pullout (Calico I),0.2686458052333396,0.1205255226517746,97
Slabby,The Slab > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114058257/slabby,2.2,-1,Sport,5.7+ PG13,1,50.0,36.14878,-115.43033,The Slab,First Pullout (Calico I),0.2686458052333396,0.1205255226517746,98
Slabracadabra,The Slab > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111851366/slabracadabra,2.3,-1,Sport,5.8 PG13,1,50.0,36.14878,-115.43033,The Slab,First Pullout (Calico I),0.2686458052333396,0.1205255226517746,99
Crab On A Slab,The Slab > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111803892/crab-on-a-slab,2.3,-1,Sport,5.8,1,50.0,36.14878,-115.43033,The Slab,First Pullout (Calico I),0.2686458052333396,0.1205255226517746,100
Four Routes Right of J-Wall,The J Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114806680/four-routes-right-of-j-wall,2.0,-1,TR,5.7,1,70.0,36.15034,-115.43111,The J Wall,First Pullout (Calico I),0.2688562179659922,0.2357539962911977,101
Mind If I Do A J,The J Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107959357/mind-if-i-do-a-j,2.7,-1,Sport,5.10b,1,55.0,36.15034,-115.43111,The J Wall,First Pullout (Calico I),0.2688562179659922,0.2357539962911977,102
Killer Joe,The J Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107959348/killer-joe,2.5,-1,Sport,5.11a,1,50.0,36.15034,-115.43111,The J Wall,First Pullout (Calico I),0.2688562179659922,0.2357539962911977,103
Killer Joe Direct,The J Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120325122/killer-joe-direct,2.4,-1,Sport,5.11d,1,50.0,36.15034,-115.43111,The J Wall,First Pullout (Calico I),0.2688562179659922,0.2357539962911977,104
Burial At Sea,The Shipwreck > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108704243/burial-at-sea,2.1,-1,Sport,5.10a,1,45.0,36.14789,-115.42971,The Shipwreck,First Pullout (Calico I),0.2689034259508897,0.0491110426431117,105
Walk The Plank,The Shipwreck > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108704235/walk-the-plank,2.2,-1,Trad,5.8,1,50.0,36.14789,-115.42971,The Shipwreck,First Pullout (Calico I),0.2689034259508897,0.0491110426431117,106
Sunken Treasure,The Shipwreck > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108704250/sunken-treasure,2.5,-1,Trad,5.10c,1,40.0,36.14789,-115.42971,The Shipwreck,First Pullout (Calico I),0.2689034259508897,0.0491110426431117,107
Demon Drop,Amusement Park > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108563796/demon-drop,2.0,-1,Sport,5.7,1,35.0,36.14941,-115.43047,Amusement Park,First Pullout (Calico I),0.2691084434852929,0.1613851692805794,108
Haunted House,Amusement Park > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108563805/haunted-house,2.1,-1,Sport,5.7,1,35.0,36.14941,-115.43047,Amusement Park,First Pullout (Calico I),0.2691084434852929,0.1613851692805794,109
Bumper Cars,Amusement Park > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108563786/bumper-cars,1.9,-1,Sport,5.7,1,35.0,36.14941,-115.43047,Amusement Park,First Pullout (Calico I),0.2691084434852929,0.1613851692805794,110
Power Tower,Amusement Park > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108563772/power-tower,1.9,-1,Sport,5.7,1,35.0,36.14941,-115.43047,Amusement Park,First Pullout (Calico I),0.2691084434852929,0.1613851692805794,111
Cotton Candy,Amusement Park > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108563811/cotton-candy,1.9,-1,TR,5.7,1,35.0,36.14941,-115.43047,Amusement Park,First Pullout (Calico I),0.2691084434852929,0.1613851692805794,112
Steel Phantom,Amusement Park > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/200763934/steel-phantom,-1.0,-1,Sport,5.8,1,30.0,36.14941,-115.43047,Amusement Park,First Pullout (Calico I),0.2691084434852929,0.1613851692805794,113
Mind Eraser,Amusement Park > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/200764036/mind-eraser,-1.0,-1,Sport,5.7,1,30.0,36.14941,-115.43047,Amusement Park,First Pullout (Calico I),0.2691084434852929,0.1613851692805794,114
Jack Rabbit,Amusement Park > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/200763891/jack-rabbit,-1.0,-1,Sport,5.7,1,35.0,36.14941,-115.43047,Amusement Park,First Pullout (Calico I),0.2691084434852929,0.1613851692805794,115
Roller Coaster,Amusement Park > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108563892/roller-coaster,1.9,-1,Sport,5.7,1,35.0,36.14941,-115.43047,Amusement Park,First Pullout (Calico I),0.2691084434852929,0.1613851692805794,116
Tilt-A-Whirl,Amusement Park > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108563886/tilt-a-whirl,2.1,-1,TR,5.7,1,35.0,36.14941,-115.43047,Amusement Park,First Pullout (Calico I),0.2691084434852929,0.1613851692805794,117
Tea Cups,Amusement Park > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108563825/tea-cups,1.9,-1,Sport,5.7,1,35.0,36.14941,-115.43047,Amusement Park,First Pullout (Calico I),0.2691084434852929,0.1613851692805794,118
Log Flume,Amusement Park > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108563816/log-flume,1.9,-1,Sport,5.7,1,35.0,36.14941,-115.43047,Amusement Park,First Pullout (Calico I),0.2691084434852929,0.1613851692805794,119
Poodle Chainsaw Massacre,Dog Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106347324/poodle-chainsaw-massacre,2.6,-1,Sport,5.11c,1,45.0,36.14745,-115.42927,Dog Wall,First Pullout (Calico I),0.2693188562179496,0.0094763090633159,120
"Dog Logic (aka Here Kitty, Kitty)",Dog Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105880567/dog-logic-aka-here-kitty-kitty,2.5,-1,Sport,5.11b,1,50.0,36.14745,-115.42927,Dog Wall,First Pullout (Calico I),0.2693188562179496,0.0094763090633159,121
Man's Best Friend,Dog Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107404740/mans-best-friend,2.0,-1,Trad,5.10c R,1,50.0,36.14745,-115.42927,Dog Wall,First Pullout (Calico I),0.2693188562179496,0.0094763090633159,122
Cat Walk,Dog Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105880631/cat-walk,2.4,-1,Sport,5.10b,1,40.0,36.14745,-115.42927,Dog Wall,First Pullout (Calico I),0.2693188562179496,0.0094763090633159,123
Doggy Style,Dog Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107404708/doggy-style,2.0,-1,Trad,5.8,1,,36.14745,-115.42927,Dog Wall,First Pullout (Calico I),0.2693188562179496,0.0094763090633159,124
Dog Wall | 4729,Dog Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107404729/dog-wall-4729,1.5,-1,Trad,5.7,1,,36.14745,-115.42927,Dog Wall,First Pullout (Calico I),0.2693188562179496,0.0094763090633159,125
Cujo,Dog Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105905259/cujo,3.2,-1,Sport,5.11d,1,30.0,36.14745,-115.42927,Dog Wall,First Pullout (Calico I),0.2693188562179496,0.0094763090633159,126
Pleasure Dog (aka It's a Bitch),Dog Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105880562/pleasure-dog-aka-its-a-bitch,2.5,-1,Sport,5.10b,1,50.0,36.14745,-115.42927,Dog Wall,First Pullout (Calico I),0.2693188562179496,0.0094763090633159,127
Outside the Envelope,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105926198/outside-the-envelope,2.0,-1,Trad,5.11-,1,60.0,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,128
Quail's Gamble,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106300541/quails-gamble,1.0,-1,Trad,5.7 X,1,75.0,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,129
The Whiff,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107404751/the-whiff,2.0,-1,Trad,5.10a,1,,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,130
Pied Piper,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/200714074/pied-piper,2.0,-1,Sport,5.10d,1,50.0,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,131
Eight Ball,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107404803/eight-ball,-1.0,-1,Trad,5.11a,1,,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,132
One Thing Leads to Another,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107404809/one-thing-leads-to-another,-1.0,-1,Trad,5.11a,1,,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,133
Running,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107404825/running,-1.0,-1,Trad,5.11a,1,,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,134
The Bindle,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105926183/the-bindle,1.0,-1,Trad,5.11-,1,35.0,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,135
Stand or Fall,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105915432/stand-or-fall,2.4,-1,Trad,5.11-,1,50.0,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,136
The Skag,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107404818/the-skag,-1.0,-1,Trad,5.11b,1,,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,137
Cocaine Hotline,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107404786/cocaine-hotline,-1.0,-1,Trad,5.11b,1,,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,138
Reach the Beach,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107404794/reach-the-beach,-1.0,-1,Trad,5.11b,1,,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,139
Snow Blind,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107404759/snow-blind,3.0,-1,Trad,5.11c,1,,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,140
The Geezer,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107404778/the-geezer,-1.0,-1,Trad,5.11c R,1,,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,141
Crack,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105912629/crack,2.7,-1,Trad,5.11c,1,35.0,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,142
Red Skies,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105915441/red-skies,2.0,-1,Trad,5.11+ PG13,1,40.0,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,143
Free Base,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107404767/free-base,3.4,-1,Trad,5.11+,1,,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,144
Saved by Zero,Fixx Cliff > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105912624/saved-by-zero,3.3,-1,Trad,5.11b,1,45.0,36.14801,-115.4293,Fixx Cliff,First Pullout (Calico I),0.2699339088211431,0.0427334380030336,145
Dolphin Safe,Tuna and Chips Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107015275/dolphin-safe,2.6,-1,Sport,5.7 R,1,110.0,36.14846,-115.42939,Tuna and Chips Wall,First Pullout (Calico I),0.2702859455084921,0.0715946822934939,146
No Hay Sequia,Tuna and Chips Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116238857/no-hay-sequia,2.3,-1,Sport,5.8-,1,85.0,36.14846,-115.42939,Tuna and Chips Wall,First Pullout (Calico I),0.2702859455084921,0.0715946822934939,147
Reverse Osmosis,Tuna and Chips Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116238844/reverse-osmosis,2.7,-1,Sport,5.8,1,70.0,36.14846,-115.42939,Tuna and Chips Wall,First Pullout (Calico I),0.2702859455084921,0.0715946822934939,148
Water Streak,Tuna and Chips Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732308/water-streak,2.7,-1,Sport,5.10a R,1,230.0,36.14846,-115.42939,Tuna and Chips Wall,First Pullout (Calico I),0.2702859455084921,0.0715946822934939,149
Albacore Man,Tuna and Chips Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107015300/albacore-man,2.4,-1,Sport,5.8 R,1,100.0,36.14846,-115.42939,Tuna and Chips Wall,First Pullout (Calico I),0.2702859455084921,0.0715946822934939,150
Tuna Cookies,Tuna and Chips Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732305/tuna-cookies,2.5,-1,Trad,5.7 R,1,230.0,36.14846,-115.42939,Tuna and Chips Wall,First Pullout (Calico I),0.2702859455084921,0.0715946822934939,151
The Minnow,Tuna and Chips Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/109881948/the-minnow,2.1,-1,TR,5.8,1,30.0,36.14846,-115.42939,Tuna and Chips Wall,First Pullout (Calico I),0.2702859455084921,0.0715946822934939,152
Tuna and Chips,Tuna and Chips Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732302/tuna-and-chips,2.2,-1,Trad,5.7 R,1,230.0,36.14846,-115.42939,Tuna and Chips Wall,First Pullout (Calico I),0.2702859455084921,0.0715946822934939,153
Office Party,Panty Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116248273/office-party,2.5,-1,Sport,5.9,1,35.0,36.14964,-115.4299,Panty Wall,First Pullout (Calico I),0.2706177502023003,0.156160509125868,154
Panty Line,Panty Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105939414/panty-line,2.8,-1,"Trad, TR",5.10a R,1,80.0,36.14964,-115.4299,Panty Wall,First Pullout (Calico I),0.2706177502023003,0.156160509125868,155
Silk Panties,Panty Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732614/silk-panties,2.1,-1,Sport,5.7,1,60.0,36.14964,-115.4299,Panty Wall,First Pullout (Calico I),0.2706177502023003,0.156160509125868,156
Butt Floss,Panty Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732314/butt-floss,1.7,-1,TR,5.10a,1,30.0,36.14964,-115.4299,Panty Wall,First Pullout (Calico I),0.2706177502023003,0.156160509125868,157
Panty Raid,Panty Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732941/panty-raid,3.3,-1,Trad,5.10a,1,80.0,36.14964,-115.4299,Panty Wall,First Pullout (Calico I),0.2706177502023003,0.156160509125868,158
Edible Panties,Panty Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106423068/edible-panties,2.6,-1,"Trad, TR",5.10- X,1,70.0,36.14964,-115.4299,Panty Wall,First Pullout (Calico I),0.2706177502023003,0.156160509125868,159
Eat My Shorts,Panty Wall > First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108960106/eat-my-shorts,0.0,-1,Trad,5.10 R,1,30.0,36.14964,-115.4299,Panty Wall,First Pullout (Calico I),0.2706177502023003,0.156160509125868,160
