Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
White Slab,White Slab > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106121860/white-slab,2.3,-1,Trad,5.8+ PG13,1,90,36.16251,-115.44977
Guides Wall 4?,White Slab > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120151092/guides-wall-4,2.3,-1,Trad,5.9 PG13,1,90,36.16251,-115.44977
Crusty Creatures,Man's Best Friend Area > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106599067/crusty-creatures,1.8,-1,Trad,5.7,1,100,36.16196,-115.44912
Sea Anemone,Man's Best Friend Area > Parking Lot Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106599049/sea-anemone,2.2,-1,Sport,5.8,1,90,36.16196,-115.44912
Crack of Noon,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105885143/crack-of-noon,1.8,-1,Sport,5.8,1,50,36.16724,-115.45361
XTZ,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105885155/xtz,1.3,-1,Sport,5.8,1,60,36.16724,-115.45361
Poundcake,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106538886/poundcake,1.7,-1,"Sport, TR",5.8,1,40,36.16724,-115.45361
The  Big Short,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107367966/the-big-short,1.8,-1,Sport,5.9,1,50,36.16724,-115.45361
Blame it on my ADD,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107367986/blame-it-on-my-add,2,-1,Sport,5.9,1,50,36.16724,-115.45361
Skid Mark,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105975221/skid-mark,2.5,-1,Sport,5.9+,1,55,36.16724,-115.45361
First Brew,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/200886780/first-brew,3,-1,Sport,5.10a,1,45,36.16724,-115.45361
Fall of Vegas,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107367973/fall-of-vegas,2.4,-1,Sport,5.10a,1,50,36.16724,-115.45361
The Last Drag,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107367991/the-last-drag,2.4,-1,Sport,5.10a,1,50,36.16724,-115.45361
Monkey Rhythm,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107380897/monkey-rhythm,1.8,-1,Trad,5.10-,1,,36.16724,-115.45361
The Last In Line,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111020664/the-last-in-line,2.4,-1,Sport,5.10b,1,45,36.16724,-115.45361
Mic's Master,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105983934/mics-master,2.7,-1,Sport,5.10b,1,55,36.16724,-115.45361
Last Out,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106538899/last-out,2.3,-1,Trad,5.10b,1,60,36.16724,-115.45361
First Born,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105910331/first-born,2,-1,Sport,5.10b,1,65,36.16724,-115.45361
Left Crack,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107380904/left-crack,2,-1,Trad,5.1,1,,36.16724,-115.45361
Spanky Spangler,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105983941/spanky-spangler,2.7,-1,Sport,5.1,1,65,36.16724,-115.45361
On to the Next One,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107368574/on-to-the-next-one,2.5,-1,Sport,5.11a,1,50,36.16724,-115.45361
Too Few Years,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107376488/too-few-years,2.3,-1,Sport,5.11a,1,50,36.16724,-115.45361
Shut Up and Climb,The Wake-Up Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105885132/shut-up-and-climb,3,-1,Sport,5.11b,1,60,36.16724,-115.45361
